,employee_id,name,gender,dates_of_birth,email,phone_number,address,department,job_titles,manager_id,hire_date,salary,employment_status,employee_type,education_level,certifications,skills,performance_ratings,work_experience,benefits_enrollment,city,work_hours,employee_status,emergency_contacts
74,3878,Holly Wu,Male,10/17/1991,davidorr@example.com,+1-601-846-8175x9773,"56986 Shaffer Curve Apt. 176
New Sabrinaville, UT 19198",HR,"Surveyor, land/geomatics",10,11/23/2020,108501,Contractor,Regular,Master's Degree,arrive,"together, my",3,Election trouble visit range because. School training say six lawyer.,"discussion, industry, guess",Port William,8-Dec,Terminated,Cassandra Bridges: (747)673-2427
75,2884,Rebecca King,Female,9/1/1958,cbrown@example.com,3725911346,"86099 Gray Bypass Suite 064
New Margaretborough, OK 60771",IT,Geoscientist,1,11/6/2021,97259,Part-time,Temporary,High School,above,"argue, market, future",1,People open seven perform pay one deal.,"deal, exactly",Port Gabrielle,8-Dec,On Leave,Robert Colon: 2305513364
76,8477,Justin Tanner,Female,12/21/1995,changwilliam@example.com,(967)200-1037x737,"09801 Ruiz Parkway
Lake Nathanside, AR 87286",Engineering,Chartered management accountant,3,7/27/2019,64146,Contractor,Regular,Associate Degree,sister,"late, Mr, get, hour",1,Center difficult strong per stage five.,"eye, real",Lake Tony,Night Shift,On Leave,Jamie Williams: +1-285-647-8035x973
77,1949,Michele Bennett,Male,7/2/1995,patty83@example.net,574-346-3248,"07776 Christopher Mission Suite 306
North Megan, NV 06172",Marketing,"Production designer, theatre/television/film",7,3/31/2020,107793,Contractor,Contract,Bachelor's Degree,range,"growth, work, lot, health",3,Subject begin off case stand ago analysis.,"end, thing, growth",Haleville,8-Dec,On Leave,Michelle Perez: 001-250-647-9590
78,8064,Adam Salazar,Non-Binary,9/18/1995,robertshields@example.org,9628842775,"8783 Melton Row
East Adam, NY 33148",Marketing,Barista,5,10/22/2022,63324,Contractor,Contract,Bachelor's Degree,minute,"leader, watch, especially, why, north",4,Forget wind movement treat author. Church job program.,"remember, leader",Jeffreyburgh,8-Dec,On Leave,Scott Wyatt: 001-205-889-4527x7759
79,7324,Veronica Diaz,Non-Binary,4/1/1971,thompsonanthony@example.net,446-818-9103x35457,"682 Mcconnell Hollow
Teresachester, MP 01829",Engineering,Systems analyst,4,1/21/2021,115568,Contractor,Regular,Bachelor's Degree,stage,"left, still, training, allow, eye",2,Wind serve those keep. State morning oil manage follow consumer room.,"recent, product, skill",West Natalie,Night Shift,On Leave,Joseph Foley: (488)296-8002x85362
80,7633,Craig Rivera,Non-Binary,7/12/1964,robert75@example.com,+1-408-417-8515x49647,"USNS Butler
FPO AA 95271",IT,"Nurse, mental health",10,2/22/2023,92658,Contractor,Contract,Associate Degree,"only, such, official","car, public, bring, benefit",2,Body huge may attorney.,actually,Timothytown,8-Dec,Terminated,Hannah Davenport: +1-231-416-6262x0806
81,8009,Rebecca Doyle,Male,1/4/1991,tylerandrew@example.com,001-446-808-9734x59239,"048 Marie Prairie
Robertview, SD 87671",IT,Educational psychologist,7,1/27/2019,62137,Contractor,Temporary,PhD,"two, next","structure, team",5,People matter up modern public.,"true, road",Fergusonmouth,Night Shift,On Leave,Jose Estrada: +1-951-748-6828
82,2516,Deanna Wiley,Male,8/2/1971,wilsonlauren@example.net,8758523161,"Unit 9347 Box 0022
DPO AP 76843",Marketing,"Accountant, chartered",6,11/19/2018,90185,Full-time,Regular,Bachelor's Degree,"fund, condition, home","weight, same, yard, security",4,Believe character growth product service election.,"parent, fast, chance",Currystad,8-Dec,Active,Brian Payne: 001-732-781-8726x651
83,7090,Scott Cummings,Male,6/25/1989,kstevens@example.net,594.314.4379,"041 Murphy Orchard Suite 014
West Angelaside, WV 80492",Finance,Regulatory affairs officer,7,4/28/2022,101598,Contractor,Contract,PhD,"himself, mean","resource, fund",2,Show possible effort activity organization feel.,"act, list, discuss",Gibsonburgh,Night Shift,Active,Mrs. Courtney Cooper DDS: 879.438.5434x344
84,7829,Erin Parrish,Male,11/13/1997,pateltara@example.org,001-686-609-3434,"54996 Kevin Overpass
Jermaineborough, MH 65462",IT,"Civil engineer, consulting",1,5/14/2019,119162,Full-time,Temporary,Master's Degree,"difference, day, west","several, vote",4,Base ability air your full near improve.,view,East Jessica,5-Sep,Active,Heather Rivera: 366.439.6119x743
85,8405,Norma Pope,Male,1/13/1991,christy12@example.org,+1-889-583-2528x8808,"USCGC Bush
FPO AA 25741",Marketing,Travel agency manager,2,1/21/2020,70793,Part-time,Contract,Associate Degree,"receive, someone, turn","affect, west, thank, today",3,Hit event second final lead writer herself.,"standard, dream, professor",Amandatown,Night Shift,Active,Tammy Kennedy: 001-578-952-3911x804
86,8845,Cheryl Schaefer DDS,Female,11/5/1999,annalopez@example.com,(239)827-1061,"116 Jason Ports
Trevinoton, MI 27014",HR,"Scientist, research (life sciences)",1,4/15/2019,97590,Contractor,Temporary,PhD,"cell, page","according, hair, range",3,Near cause during quickly tonight.,"great, western",Olivertown,5-Sep,Terminated,Steven Nunez: 732-466-2691x51125
87,3032,Logan Davis,Non-Binary,1/27/2005,stacy13@example.org,572.808.7257,"86024 Debra Village
Josebury, AK 02638",HR,"Engineer, structural",1,5/30/2023,112723,Contractor,Contract,Bachelor's Degree,"drug, method, open","yet, project, than",2,Apply wide especially else.,"politics, list",Christinafurt,8-Dec,Terminated,Dylan Hawkins: 001-427-917-2196x31478
88,3231,Christopher Vega,Male,10/5/2004,wilsondebra@example.net,244.372.9727,"852 Scott Center Apt. 636
North Kiaraberg, GA 91235",Finance,Economist,7,7/7/2023,65710,Contractor,Contract,PhD,"majority, difference, kitchen","statement, down",2,War visit service allow western kind nature. Threat economic full anything local.,strategy,East Kaylatown,8-Dec,Terminated,Veronica Smith: (538)257-4177x56217
89,7741,Nicole Duncan,Non-Binary,11/13/1976,anna34@example.net,001-563-697-4691x560,"USS Wilson
FPO AE 18484",Marketing,Health and safety adviser,3,7/16/2020,108406,Full-time,Temporary,Associate Degree,environment,"offer, whose, food, dream, identify",1,Anything exist nature main science. Which wish eight interesting author need teacher.,"son, east",Samanthachester,8-Dec,On Leave,Amy Johnson: 237-219-6589
90,7355,Stephanie Johnson,Female,7/20/1969,mollyscott@example.com,253.654.5569,"679 Torres Trace
South Christine, TX 15934",Marketing,"Surveyor, building control",6,12/15/2021,110611,Part-time,Contract,Associate Degree,"any, around","room, authority, strategy",5,Reveal hair else example. Serious company happen.,"huge, whether",Port Herbert,8-Dec,Terminated,Jeffrey Pollard: (246)342-9750x02074
91,6340,Zachary Mullins,Female,10/11/1996,floreslaura@example.com,364-978-2398x483,"938 Anthony Shore Suite 087
Christyfort, ID 72553",Finance,"Designer, ceramics/pottery",6,6/4/2020,71530,Part-time,Contract,Bachelor's Degree,"into, attorney","side, test, available",4,Hair crime clearly believe. Stop customer floor arm office forget.,"top, along, although",Jesuston,Night Shift,On Leave,Sandra Powell: (205)725-6544x202
92,6779,Stacy Eaton,Female,5/11/1969,bakerpatricia@example.org,(515)248-2200x21693,"3162 Matthew Mount Suite 053
Maymouth, WY 59701",Engineering,Primary school teacher,5,3/8/2020,72269,Part-time,Contract,Master's Degree,"time, course","leader, interesting",5,Enough commercial right several report admit black production.,"everything, behind, structure",New Patricia,Night Shift,Terminated,Roy Hicks: 693-952-3054x488
93,9223,Melanie Wallace,Female,3/4/1982,wrighttony@example.com,+1-564-669-5559x9606,"3450 Huang Crossroad
Saraview, CO 07803",Finance,Licensed conveyancer,7,11/27/2019,67445,Full-time,Contract,Master's Degree,many,"someone, let, oil, stop",4,Quality reality threat build perhaps free. However heavy culture start.,"scene, nature",Rodriguezborough,Night Shift,On Leave,Joshua Smith: 001-355-232-4578x277
94,2809,William Smith,Male,9/20/1971,sheenabush@example.com,613.288.4330,"613 Mark Views
East Karen, AK 41787",IT,TEFL teacher,9,11/2/2023,69506,Part-time,Contract,Associate Degree,sea,"laugh, position, heart, center, message",4,Allow ok contain me opportunity individual.,"save, travel",Debbieville,5-Sep,Terminated,Betty Mccormick: 001-810-807-7182x88529
95,5347,Amy Alvarez,Female,3/30/1979,mcleancarlos@example.com,001-826-751-3900x68976,"88582 Jason Skyway Suite 473
South Karenchester, GU 25599",Finance,Purchasing manager,4,11/11/2020,111868,Full-time,Contract,Master's Degree,firm,"why, throw, peace, create, enough",3,Produce board out information thousand structure.,"before, sound, stay",Bradleychester,8-Dec,On Leave,Timothy Martinez: 572-965-7756x3813
96,1985,Robert Powers,Female,2/26/1965,davidchen@example.com,868.667.9225,"87782 Hernandez Highway Apt. 217
Elizabethhaven, CT 72471",HR,Chief of Staff,2,6/1/2023,112424,Full-time,Temporary,Master's Degree,"simple, budget","several, reduce, bank",2,Since everybody when door few believe. Participant see enjoy particularly which ready participant rate.,"ball, property",Port Claudia,8-Dec,Terminated,Cathy Guerrero: (928)940-7960
97,8202,Kenneth Hernandez,Male,3/6/1968,jwoods@example.net,535-948-9532x12327,"32763 Goodman Orchard
Colehaven, AR 25010",Engineering,Retail merchandiser,1,6/29/2021,93493,Contractor,Contract,Master's Degree,painting,"house, hot, a",4,Few mind majority. Tree who anyone according kind.,"college, spring, different",Walkerburgh,5-Sep,Terminated,Ashley Maxwell: (405)575-8433x9095
98,8672,Brian King,Male,1/28/1970,clarkbenjamin@example.com,510.992.1895x43373,"444 Thomas Isle
Debrachester, MS 02233",Finance,Pathologist,2,6/24/2021,63828,Contractor,Temporary,Master's Degree,"road, center","poor, gun, song",2,Southern them least top. Stock modern look health activity market.,"others, bank",Port Elizabethborough,5-Sep,On Leave,Bryan Sanchez: 814-728-0936x0543
99,8304,Joshua Duncan,Non-Binary,2/22/1995,jacquelineschwartz@example.com,636.230.1623,"0940 Cummings Mall Suite 882
Warrenfurt, MD 11180",Finance,Television floor manager,7,10/14/2020,102652,Contractor,Temporary,High School,poor,"job, contain",5,View staff since mean. Music single effort PM impact music.,"language, many",Coleburgh,8-Dec,Active,Kristine Wheeler: (633)498-0484x42429
100,4862,Lisa Foley,Non-Binary,5/23/1989,hdavis@example.com,(246)593-8784x1804,"201 Gonzalez Shores
Stricklandport, NJ 39561",Finance,Control and instrumentation engineer,10,12/19/2022,47324,Full-time,Temporary,High School,"relate, its","church, concern, name, area, remain",4,Quickly everybody money prepare foreign what necessary. Either compare many church huge what.,"there, decide, opportunity",Housetown,8-Dec,Terminated,Thomas Francis: 474.523.8948x63112
101,1882,Christy Moreno,Non-Binary,2/3/1976,alexis41@example.net,252.683.8564,"7720 Michael Lake Suite 757
Castroville, RI 45792",Marketing,Energy engineer,7,4/22/2019,78187,Contractor,Regular,Bachelor's Degree,"foreign, where, measure","kind, staff, push, especially",2,Truth alone energy laugh these east religious.,"pick, ok",Gonzalezshire,8-Dec,Active,Susan Moreno: 342-585-8276
102,8704,Amber Gonzalez,Non-Binary,9/6/1971,kristinagraves@example.com,901-973-3063,"Unit 1166 Box 3367
DPO AA 89394",IT,"Editor, commissioning",6,2/15/2020,64563,Part-time,Regular,Bachelor's Degree,"purpose, affect","perhaps, heavy, start",3,Respond rule these raise trade south water but.,"option, official, step",Kristaberg,Night Shift,On Leave,Derek Le: 001-377-869-2103x652
103,6513,Karen Dougherty,Female,6/13/1977,zacharyford@example.org,223-214-0154x653,"28296 Jesus Inlet
Thomasbury, MI 59173",Finance,Advice worker,9,3/13/2023,78147,Full-time,Regular,PhD,"today, nice, yeah","together, recognize",3,Box off write girl would likely prepare weight. Although success drive music support interest.,service,Amberhaven,8-Dec,On Leave,Teresa Peterson: 001-645-933-6590x646
104,3971,Tyrone Myers,Male,4/12/1963,jack94@example.net,754-899-1357,"92417 Brown Village
Victoriahaven, RI 50231",HR,Legal executive,4,11/21/2018,95130,Contractor,Regular,Master's Degree,"meeting, senior","build, television",3,Central bit clearly something change.,"establish, meet",New Michaelhaven,8-Dec,Active,Jennifer Ochoa: (316)269-6121x062
105,3497,Samantha Baker,Female,1/21/1978,uwilson@example.com,+1-338-494-1111x3667,"2860 Erickson Station
Lake Ronald, NJ 82738",HR,Chartered management accountant,1,9/28/2020,50757,Contractor,Temporary,Associate Degree,"throw, remain, statement","take, else, dinner, leader",4,Tv case stop send then eye add. Its either player if.,"catch, ten",Nguyenshire,8-Dec,Terminated,Daniel Miller: 366.864.1843
106,3096,Kenneth Black,Male,7/2/1987,shannonyoung@example.net,(594)344-5078,"8059 Richardson Squares
Jonesland, HI 62366",IT,Medical sales representative,1,3/12/2023,98721,Part-time,Temporary,Master's Degree,"make, strong","rather, billion",2,Entire most way maintain edge at situation. Its everyone daughter produce ability go.,"those, purpose, certainly",North Shawna,Night Shift,Active,Brendan Smith: 001-486-834-7590x2198
107,8318,Michael Knight,Female,2/24/1996,kirstenmcguire@example.com,-7731,"1031 Kelly Overpass
Turnerchester, MT 44349",Engineering,"Lecturer, further education",6,6/11/2020,54842,Full-time,Contract,High School,"send, piece","job, her, sell, reduce",3,Close above offer stay. Clearly Republican both may tell.,"imagine, particular",Arielland,8-Dec,On Leave,Kimberly Martinez: (811)646-0635
108,5875,William Preston,Female,6/5/1969,judydillon@example.net,9033569153,"95788 Ian Meadows Apt. 264
Morenoberg, OR 07544",Finance,"Engineer, land",5,12/7/2021,105453,Contractor,Contract,Associate Degree,"culture, among","step, town, would",1,Pretty across far staff quality these. Cultural put minute place do.,"point, improve, media",South John,8-Dec,Active,Alyssa Chase: (385)576-2159x99038
109,9098,Judy Rodriguez,Male,1/11/1975,qnunez@example.org,337-921-8319,"6383 Sarah Shore Apt. 759
Joshuaside, MA 81590",IT,Health promotion specialist,5,4/26/2023,83975,Full-time,Regular,Bachelor's Degree,"grow, thought, carry","consumer, only, why, decision",4,Lay thing able particularly final source table hope.,"for, she",Berryburgh,5-Sep,On Leave,April Fischer DDS: 001-222-868-3811x289
110,4222,Brandon Becker,Non-Binary,12/20/2004,tanyalane@example.net,001-657-758-6268,"051 Robert Coves
Diazstad, HI 07781",IT,"Exhibitions officer, museum/gallery",6,9/19/2023,77626,Contractor,Regular,PhD,"person, exist","analysis, ground",5,Resource left Democrat final detail. Attorney minute accept information.,major,North Vanessa,5-Sep,Terminated,Christina Cabrera: +1-526-519-3422x353
111,9645,Timothy Horn,Non-Binary,3/10/1979,katiejackson@example.com,(561)793-2116x320,"64241 Salinas Heights
Lake Jerryton, RI 55114",IT,Magazine features editor,2,7/31/2020,89190,Part-time,Regular,Bachelor's Degree,"between, PM, involve","season, question",4,Always program rather floor ask let ok. Family popular age call prove morning standard.,agent,North Chrisstad,5-Sep,Terminated,Andrew Carson: 825-324-6882x1721
112,3576,Donald Cox,Male,1/23/1986,kurtbrowning@example.com,952.212.2017x5282,"50913 Michael Squares Suite 067
Andersonfort, OK 30966",HR,"Programmer, applications",10,12/4/2020,53538,Part-time,Contract,Bachelor's Degree,"rock, sense","special, artist",3,Water cause simple civil feeling wonder. Report appear laugh sport.,anything,Larafort,5-Sep,On Leave,Suzanne Robinson: 001-558-268-9179x602
113,5943,Peter Richards,Male,12/6/2003,schambers@example.net,745-559-6821x05890,"585 Samuel Garden
Jonathanmouth, AK 21647",Engineering,"Secretary, company",3,4/25/2021,48584,Full-time,Contract,PhD,six,"condition, however, inside, no",4,Cover health two experience large decade.,house,Rhondastad,8-Dec,Terminated,Debra Thomas: (225)532-4245x0788
114,7129,Melissa Bowen,Female,9/10/1963,cohenpeter@example.org,001-676-421-6032x296,"102 Coleman Port
Josechester, KY 13666",IT,Professor Emeritus,4,12/29/2020,95737,Full-time,Contract,Bachelor's Degree,write,"still, story",3,Free those month main successful. Learn data out scene yet.,"necessary, manager",West Robert,8-Dec,Terminated,Joshua Simmons: +1-979-503-4162
115,8154,Michelle Williams,Female,4/30/1960,srobinson@example.com,(585)626-6359x188,"850 Kevin Camp
Hernandeztown, AS 96286",HR,Electrical engineer,9,10/26/2020,90872,Contractor,Temporary,Bachelor's Degree,"safe, participant","sense, nature, amount, leave, reduce",5,Strong put show investment. Store nature more compare.,eat,Andradeland,5-Sep,Terminated,Melissa Green: +1-275-743-9844x338
116,6526,Christine Graham,Non-Binary,9/2/1994,erin80@example.net,464.721.7747,"64647 Adam Roads Apt. 989
East Sean, OR 66963",Engineering,Associate Professor,6,10/7/2022,63883,Full-time,Temporary,Associate Degree,"pressure, likely","sea, down, firm",2,Public early capital billion exactly strategy.,"fine, family",Floreston,Night Shift,On Leave,Sarah Cook: 001-507-468-6246
